name,name_en,place,lat,lon
ကောင်းဂျာ,Kawng Jar,village,24.2803,97.1597
ဟာခင်း,Har Hkin,village,24.3165,97.1643
နောင်လိုက်,Nawng Laik,village,24.3788,97.3648
နောင်းဖောင်,Nawng Hpawng,village,24.3769,97.3574
နန့်လှိုင်,Nam Hlaing,village,24.3251,97.319
မိုင်းကာ,Mong Kar,village,24.3073,97.1857
သာစည်,Thar Si,village,24.3217,97.2917
မိုးဖိန်း,Moe Hping,village,24.3203,97.2783
အောင်ပြည်သာ,Aung Pyi Thar,village,24.3178,97.2917
မံရေး,Man Yay,village,24.357,97.3466
မံပင်,Man Pin,village,24.3064,97.196
ရေလဲ,Yae Le,village,24.2849,97.1779
သာယာကုန်း,Thar Yar Kone,village,24.2833,97.1637
မိုးစိန်းကျွန်း,Moe Sein Kyun,village,24.2817,97.2022
မံမလင်း,Man Ma Lin,village,24.2926,97.1739
ထီးလင်း,Htee Lin,village,24.2769,97.1597
မလူလာ,Ma Lu Lar,village,24.3333,97.3253
မအူပင်,Ma Au Pin,village,24.3447,97.3422
ကျွဲဂျိုကမ္ဘဏိ,Kywe Gyo Kan Ba Ni,village,24.3602,97.3242
ကန်းနီ,Kan Ni,village,24.3094,97.1985
ကောင်းစင့်,Kawng Hsint,village,24.2668,97.1786
ဆိုင်ကင်,Hseng Kin,village,24.3272,97.2919
ခူးလီ,Hku Li,village,24.3241,97.3142
ပန်းအောင်,Pang Awng,village,24.3449,97.2723
ဟဲလုံသစ်,He Long Thit,village,24.3415,97.2766
ဟဲလုံဟောင်း,He Long Haung,village,24.3329,97.2846
ချောင်းဝ,Chaung Wa,village,24.3679,97.3261
ရှင်နော်ဂါး,Shin Naw Gar,village,27.1186,97.7235
ဇော်ကမ်,Zaw Kam,village,27.4259,97.4867
ရှထာ,Sha Htar,village,27.438,97.4744
နန့်မား,Nam Mar,village,27.5049,97.4298
မန်နို,Man No,village,27.4285,97.4785
ပတ္တမြား (နမ်ဘူယမ်),Pa Da Myar (Nam Bu Yam),village,27.4143,97.5003
ငွါဇာခါး,Ngwar Zar Hkar,village,27.3892,97.5089
ကောင်းမူလုံ,Kawng Mu Lon,village,27.3852,97.5322
အင်ဂါဒိန်ဆာ,In Ga Ding Sar,village,27.141,97.9567
ရှိန်ကန်ခ,Shing Kan Kha,village,27.3397,97.6537
နမ်ဆသမ်,Nam Sa Tham,village,27.3914,97.567
မံခွတ်,Man Khut,village,27.3682,97.5526
ထရန်ဒမ်း,Hta Ran Dam,village,27.3735,97.5473
ဆင်လုံဒမ်း (၂),Hsin Long Dam (2),village,27.39,97.5499
ဆင်လုံဒမ်း (၁),Hsin Long Dam (1),village,27.3849,97.551
ကွမ်ဆွန်,Kun Sun,village,27.0069,97.9443
နမ့်ကောက်,Nam Kauk,village,23.71,97.0717
ဘာဖန်,Bar Hpan,village,23.7015,97.2282
မန်ကျန်,Man Kyang,village,23.8818,97.4861
ပန်ခမ်း,Pang Hkam,village,23.8891,97.6078
မန်အိုက်ဒေါက်,Man Aik Dauk,village,23.8654,97.6301
ကွတ်လုံ,Kut Long,village,23.8842,97.616
ကုန်ခမ်း,Kon Kham,village,23.8843,97.611
နောင်စွမ်း,Nawng Tsum,village,23.8546,97.6163
မန်ဆန့်,Man Sant,village,23.8465,97.6197
ဟိုဟင်,Ho Hin,village,23.859,97.615
နမ့်ခါးပါ,Nam Hkar Par,village,23.824,97.5441
ဖာကျန့်,Hpar Kyant,village,23.8258,97.6025
မန့်မိုင်,Mant Mai,village,23.8321,97.5682
မန်မောန်,Man Mawn,village,23.8238,97.5753
ပုန်းလိမ်ထိန်နု,Pong Lein Hting Nu,village,23.8633,97.5215
ပုန်းလိန်ဒိန်ဆာ,Pong Lein Ding Sa,village,23.8548,97.4963
ပုန်းလိန်မန်ကန်,Pone Lein Man Kan,village,23.8607,97.5439
လခွမ်းနားလုံ,La Hkum Nar long,village,23.9005,97.5289
လဂါတ်ဒေါ့,La Gat Dawt,village,23.8785,97.5555
ကထန်ကောင်း,Ka Htan Kawng,village,23.8814,97.4425
ဘန်ဂေါ်အိုမာ,Bang Gaw Oh Mar,village,23.8643,97.4426
ဘန်ဂေါ်မန်လတ်,Bang Gaw Man Lat,village,23.8474,97.4505
ဘန်ဂေါ်ထိန်နု,Bang Gaw Hting Nu,village,23.841,97.4474
ဘလောင်ဒိန်ဆာ,Ba Lawng Ding Sa,village,23.8732,97.4282
အူရာအင်ဘူကောင်,Au Rar In Bu Kawng,village,23.8256,97.4644
မန်လွယ်,Man Loi,village,23.794,97.3973
လွယ်ဖန့်,Loi Hpant,village,23.7719,97.4381
လခရဒေါ့,La Hka Ya Dawt,village,23.7796,97.4408
ကြိမ်ခရောင်,Kying Hka Yawng,village,23.7644,97.4129
ခကန်(တရုတ်),Kha Kant (Ta Yoke),village,23.7696,97.4431
ကဒေါ်,Ka Daw,village,23.8436,97.3929
သံတံတား/ကုန်းခါး/မလင်,Than Ta Dar/Kone Hkar/Ma Len,village,23.8662,97.082
မလင်း,Ma Lin,village,23.8714,97.0695
မဂျီဂုံ,Ma Ji Gon,village,23.7858,97.2938
ခင်ဘုတ်,Hkin Boke,village,23.8071,97.3279
ဘန်ထန်,Bang Htan,village,23.7503,97.3104
စီကော်,Si Kaw,village,23.8282,97.0722
မွန်ဆင့်,Mun Hsint,village,23.7919,97.0567
ခါချဉ်,Hkar Chin,village,23.7805,97.0571
မကျိုင်း (ရှမ်း),Ma Keng (Shan),village,23.7671,97.1356
ပရန်လွီ,Prang Lwi,village,23.8151,97.3006
လွယ်ခမ်း,Loi Hkam,village,23.74,97.2682
ခပရာ,Hka Pa Yar,village,23.8187,97.3427
ကောင်လွင်,Kawng Lwin,village,23.744,97.0536
ကန်းနီ,Kan Ni,village,23.7614,97.0498
ကုန်းခါး,Kone Hkar,village,23.8717,97.2546
ဖဂါရိုင်,Hpa Gar Rai,village,23.8879,97.2546
ခကျန်ခူး,Hka Kyang Hku,village,23.8951,97.3663
နမ့်ဟန်,Nam Han,village,23.6805,97.0277
မိုင်းနောင်,Mong Nawng,village,23.7416,97.0278
တောင်းလိန် (ကချင်),Tawng Lein (Kachin),village,23.9681,97.2268
နမ့်ဖို (နမ့်ဖူ),Nam Hpo (Nam Hpu),village,23.9922,97.2159
နမ့်ဖို (နမ့်ဖူ),Nam Hpo (Nam Hpu),village,23.9215,97.201
ဆမာ,Sa Mar,village,23.9222,97.3475
မဂျီကုန်ကဘာ,Ma Ji Kone Ka Bar,village,23.9365,97.3129
ခူးဘုန် (ခိုးဘုန်),Hku Bon (Hkoe Bon),village,23.9653,97.3294
ဂရားဂျန်မိုင်,Ga Yar Jang Mai,village,24.0548,97.3719
မံဝိန်း,Man Wein,village,24.08,97.2298
ဂျေဆွမ်း,Je Sum,village,23.9148,97.2589
ဇော်ဘုံထိန်နု,Zaw Bon Hting Nu,village,23.9093,97.464
မတက်,Ma Tet,village,23.95,97.3984
ကရောက်,Ka Yauk,village,24.039,97.4398
လစိုင်,La Sai,village,23.9485,97.4669
ဘွန်ကထောင်,Bun Ka Htaung,village,23.9759,97.4725
မိုင်ဆိုင်,Mai Hseng,village,24.0667,97.6197
အင်ဘာပါ,In Bar Par,village,24.0536,97.5798
မန်ခေါ်,Man Khaw,village,23.966,97.5045
ဒိန်ဆိန်း,Ding Sing,village,24.0486,97.486
လော့ခွန်,Lawt Hkun,village,24.0172,97.4077
ဖိုင်ဒန်,Hpai Dang,village,23.9794,97.4399
ဖရာ,Hpa Rar,village,23.9846,97.4046
အူရာဘွမ်း,Au Ra Bum,village,23.9984,97.4058
ဇိန်ရောင်,Zein Yawng,village,24.1629,97.5907
ဝါဆစ်,War Sit,village,24.1602,97.6287
ဆမာ,Sa Mar,village,24.1555,97.4425
မန်ခေါ်,Man Hkaw,village,24.1317,97.5014
ဘွမ်ကျန်,Bum Kyang,village,24.1491,97.4292
ဘွမ်ဆိုင်,Bum Hseng,village,24.1227,97.4565
ဘလောင်ကထောင်,Ba Lawng Ka Htaung,village,24.1479,97.6091
နမ့်မဖွဲ့,Nam Ma Hpwet,village,24.1677,97.2732
ဂါးရားယန်,Gar Yar Yang,village,24.16,97.2862
မံသာ (မံစီ),Man Thar (Mansi),village,24.1037,97.2036
ရီဟူ,Yi Hu,village,24.1127,97.2607
မံခံရေခူး,Man Hkan Yi Hku,village,24.1128,97.2501
လဂျောင်,La Jawng,village,24.1045,97.3762
ဆိုင်မန်,Hseng Man,village,24.1569,97.3703
ကုန်းတိန်,Kone Tein,village,24.0936,97.2336
သစ်ဆုံး,Thit Sone,village,24.1125,97.1864
မံမကောက်,Man Ma Kauk,village,24.0984,97.191
ဂွေ့ကြီး,Gwayt Gyi,village,24.0931,97.1969
မံဖွ,Man Hpwa,village,24.0952,97.3062
ကျော်ခေါင်,Kyaw Hkawng,village,24.0989,97.3116
ချောင်းထောက်,Chaung Htauk,village,24.0867,97.3095
တုန်ဟုန်း (ကွမ်ဘုန်း),Ton Huong (Kun Bone),village,24.1754,97.7459
ခါနန်,Hkar Nan,village,24.1788,97.7352
Alni,,village,24.733,93.044
ဇန်ယူ,Zan Yu,village,26.3016,98.2275
ယင်းကျင်း,Yin Kyin,village,26.1216,98.2404
ရောင်ငေါ်,Yawng Ngaw,village,26.2577,98.3412
ယော်ဂျော,Yaw Jaw,village,26.2366,98.3767
မြစ်ရုပ်,Myit Yoke,village,26.2263,98.3349
လတ်ဒန်/ဇဲချင်,Lat Dan/Ze Chin,village,26.2355,98.3896
ဒေါ့မော,Dawt Maw,village,26.2207,98.3874
ချောင်လောင်,Chaung Lawng,village,26.2263,98.3423
ဆောင်းဆိုင်,Saung Hseng,village,26.2531,98.3155
ဝဟောင်,Wa Hawng,village,26.1988,98.2638
ဘုတ်ဝေါ်,Boke Waw,village,26.1985,98.2841
လစင်း,La Hsin,village,26.0402,98.276
မျောမော,Myaw Maw,village,26.0986,98.3162
မျောဂျောင်း,Myaw Jawng,village,26.0741,98.2914
ကနော့,Ka Nawt,village,26.0775,98.2945
ဆိုင်မော,Hseng Maw,village,26.0622,98.2846
နကျောင်း,Na Kyaung,village,26.2957,98.3249
မန်ကျီ,Man Kyi,village,26.2834,98.3198
လောက်နော့,Lauk Nawt,village,26.2802,98.3144
မန်ဗျော့,Man Byawt,village,26.0537,98.2834
လောင်လန်,Lawng Lang,village,26.2133,98.2362
ဝထုံ,Wa Htone,village,26.0912,98.329
လောင်ဒင်,Lawng Din,village,26.1098,98.3246
ဆမ်ဇင်,Sam Zin,village,26.2437,98.3183
လခမ်,La Hkam,village,26.2091,98.3006
ကူးမော,Ku Maw,village,26.2097,98.3199
ဂျစ်လွယ်,Jit Loi,village,26.1853,98.3166
ဂျန်ဘုတ်,Jang Boke,village,26.1991,98.3178
ရစ်ယော်,Yit Yaw,village,26.3042,98.377
ရစ်ချော,Yit Chaw,village,26.3385,98.3943
လောက်ခုတ်,Lauk Hkoke,village,26.3092,98.3207
ချော်မွန်,Chaw Mun,village,26.333,98.374
ချော်ဟန်,Chaw Han,village,26.323,98.3582
ဝဆယ်,Wa Se,village,26.4653,98.2642
ဝမြစ်,Wa Myit,village,26.4517,98.2849
ခြီဟန်,Chi Han,village,26.3871,98.2719
လကင်,La Kin,village,26.6,98.4004
ဂျာရန်,Jar Ran,village,26.5947,98.3629
ဖောင်းဂျာ,Hpawng Jar,village,26.5562,98.3489
ငါယာ,Ngar Yar,village,26.6694,98.3781
ထောလန်,Htaw Lang,village,26.6382,98.375
ခြောင်ဒမ်,Chaung Dam,village,26.7081,98.3799
ဂေါ့မော,Gawt Maw,village,26.3793,98.2777
ဝရုတ်,Wa Yoke,village,26.5269,98.3079
ဝဆုတ်,Wa Soke,village,26.41,98.3084
ဆမ်ဘုတ်,Sam Boke,village,26.3914,98.3338
ပကော့,Pa Kawt,village,26.3785,98.3147
ဓယော်ဘုတ်,Da Yaw Boke,village,26.4514,98.3398
ဆာချူး,Sar Chu,village,26.5118,98.6283
ကျီးရီးထု,Kyee Yee Htu,village,26.6356,98.5808
ခါခေါက်,Hkar Hkauk,village,26.5997,98.5757
ခြီဝင်း,Chi Win,village,26.5629,98.5762
မော်ဝီ,Maw We,village,26.5526,98.5432
ထမ်ဒန်,Htam Dan,village,26.552,98.5021
တထုံကျင်,Ta Hton Kyin,village,26.7195,98.5649
ပရန်ငေါန်,Prang Ngawn,village,24.2396,97.7219
ပန်ခတ်,Pang Hkat,village,24.1924,97.6374
မော်ဂွန်း,Maw Gun,village,24.193,97.6445
ပီမိုးညှင်း,Pi Moe Hnyin,village,24.244,97.3148
မံပုံ,Man Pong,village,24.2359,97.3244
ကြံခင်း,Kyan Khin,village,24.2368,97.3407
အောင်သာကုန်း,Aung Thar Kone,village,24.246,97.3098
မုံဝိုင်,Mon Waing,village,24.1635,97.475
လဂျား,La Jar,village,24.1661,97.4679
ကွမ်ဘာ,Kun Bar,village,24.1973,97.4355
ချက်မာ,Chet Mar,village,24.1857,97.4886
လုံဂျာမံမော်,Long Ja Man Maw,village,24.2564,97.3662
ကျောက်စခန်း (ကချင်),Kyauk Sa Khan (Kachin),village,24.2418,97.3863
လုံဂျာ,Long Ja,village,24.2572,97.3633
ကောင်းဆာ,Kawng Hsa,village,24.2188,97.7266
နမ်နိုင်း,Nam Naing,village,24.2097,97.3505
ကျရီဒဂေါ်,Ja Ri Da Gaw,village,24.2352,97.3698
ရှန်းတိုင်း,Shan Taing,village,24.225,97.6343
ခရိန်းမူးဒန်,Hka Rein Mu Dan,village,24.2516,97.6331
အုန်လုံ,Ohn Long,village,24.256,97.7561
မံလိမ်,Man Lein,village,24.2391,97.7355
ဂျေလိန်း,Gyay Lein,village,24.2461,97.7393
လွယ်ယိန်းဟိုင်း,Loi Yein Hai,village,24.267,97.7562
စီကော်,Si Kaw,village,24.3942,97.3658
ဟင်းသာ,Hin Thar,village,24.3997,97.379
တာဟဲလိုင်,Tar He Hlaing,village,24.4303,97.3593
မန်နောင်,Man Nawng,village,24.4114,97.3206
ဝ၀မ်,Wa Wan,village,24.2683,97.3698
ကွမ်ဘန်,Kun Bang,village,24.2692,97.365
နောင်ပေါ်,Nawng Paw,village,24.3885,97.3278
ခုံဆင့်ရွာသစ်,Khon Sint Ywar Thit,village,24.3821,97.3234
ခုံဆင့်,Khon Sint,village,24.3771,97.3455
အောင်တံခွန်,Awng Ta Hkun,village,24.3741,97.3231
ကျခန်းဒပ်,Ja Hkan Dat,village,24.3067,97.3777
ခထူ,Hka Htu,village,24.3183,97.3742
စိန်လုံကဂျီ,Sein long Kaji,village,24.2893,97.5418
ဆမာကောင်,Sa Mar Kawng,village,24.2929,97.5616
မုံလွယ်,Mon Loi,village,24.3071,97.5796
လွယ်ကိန်း,Loi Yein,village,24.3183,97.5714
ပရန်ဟူဒုံး,Prang Hu Dong,village,24.371,97.5209
မံဒေါ်,Man Daw,village,24.3635,97.5031
မထန်,Ma Htan,village,24.3533,97.5502
လမိုင်းဘန်,La Mong Bang,village,24.3308,97.5337
ကျခိုင်,Kya Hkaing,village,24.3594,97.5683
ဘွမ်ဝါ,Bum War,village,24.3439,97.5382
ဘွမ်စော်,Bum Saw,village,24.3256,97.5364
ဝုန်းဂေါ့,Wone Gawt,village,24.271,97.5271
အူတိုင်,Au Taing,village,24.2705,97.5221
ဇိန်ထုံးကထောင်,Zein Htone Ka Htaung,village,24.4167,97.41
နောင်ဘလန်,Nawng Ba Lang,village,24.4026,97.4087
ကျွန်းတော်,Kyun Taw,village,24.3605,97.4081
တိုက်ကျောင်း,Taik Kyaung,village,24.3889,97.389
မြို့ဟောင်း,Myo Haung,village,24.408,97.3946
မင်းဂျမ်း,Min Jang,village,24.4122,97.403
မုန်ခါ,Mon Hkar,village,24.3397,97.6135
မရုယင်းဆုံ,Ma Ru Yin Son,village,24.3118,97.6098
လွယ်လုံး,Loi Long,village,24.3341,97.6221
ခိုင်ဘန်,Hkaing Bang,village,24.3149,97.6468
လော့မွန်,Lawt Mun,village,24.2768,97.4799
လော့ဒန်,Lawt Dan,village,24.2668,97.4397
ကုန်ပြီ,Kon Pyi,village,24.2826,97.4616
ဖရပ်,Hpa Yat,village,24.3132,97.3838
ဝမ်ကထောင်,Wan Ka Htaung,village,24.3431,97.4726
မွန်ဂျီကောင်,Mun Ji Kawng,village,24.3295,97.4732
ဂျန်မိုင်,Jang Mai,village,24.2596,97.6473
ဂွယ်ကထောင်,Gwei Ka Htaung,village,24.3337,97.4106
အူလိုင်ယန်,Au Lai Yang,village,24.3267,97.4038
တုံဟုံး,Ton Huong,village,24.4132,97.5469
မိုင်ကျူ,Mai Kyu,village,24.3912,97.6143
ကွမ်ဂေါ်,Kun Gaw,village,24.3824,97.5861
ဘွမ်ကထောင်,Bum Ka Htaung,village,24.3787,97.5977
ဂျေဂေါ်,Jay Gaw,village,24.3663,97.5548
ဘလောင်ကောင်,Ba Lawng Kawng,village,24.3531,97.6303
ကဒေါ့,Ka Dawt,village,24.3223,97.5059
ဖကောန်,Hpa Kawm,village,24.3302,97.4574
တာလီ,Tar Li,village,24.4937,97.4171
နောင်းအိမ်,Nawng Ein,village,24.4678,97.4092
နောင်စန့်,Nawng Sant,village,24.483,97.3846
တောပယ်,Taw Pei,village,24.479,97.4109
ပန်ဆပ်,Pang Sat,village,24.5352,97.4389
အူထန်ယန်,Au Htan Yang,village,24.5468,97.4406
ဇင်ဝါကထောင်,Zin War Ka Htaung/Nawng Cho,village,24.5542,97.3776
တိန်ငိတ်,Tein Ngate,village,24.5529,97.3708
တိန်ဘုရား,Tein Hpa Yar,village,24.5935,97.3677
ဆားကျွန်းအောက်,Sar Kyun Auk,village,24.5711,97.3694
ဆားကျွန်းအထက်,Sar Kyun Ah Htet,village,24.589,97.3706
ဆားကျွန်း,Sar Kyun,village,24.5788,97.3705
နောင်ပိန်း,Nawng Pein,village,24.5929,97.3561
လုံဂျုံယန်,Long Jon Yang,village,24.6064,97.3741
လံးဂျားကုန်း,Lone Jar Kone,village,24.6043,97.3593
နောင်းပေါင်း,Nawng Pawng,village,24.4424,97.3748
နောင်ကွမ်,Nawng Kun,village,24.4691,97.3691
ဝက်ငင်း,Wet Ngin,village,24.5154,97.3462
နောင်းကုန်,Nawng Kon,village,24.5034,97.3675
လွယ်ဆယ်,Loi Se,village,24.5254,97.3626
နောင်မကောက်,Nawng Ma Kauk,village,24.4857,97.3426
ကုန်းကတင်,Kone Ka Tin,village,24.4864,97.3333
မံခွန်,Man Hkun,village,24.4508,97.3203
နှင်းအီ,Hnin Ei,village,24.4573,97.3121
အောင်မြင်သာ,Aung Myin Thar,village,24.4938,97.3134
သိန်လုံ,Thein Long,village,24.6339,97.3743
မိုင်းမူ (ကချင်),Mong Mu (Kachin),village,24.6384,97.3521
မိုင်းမု,Mong Mu,village,24.641,97.3622
နောင်းလန်,Nawng Lang,village,24.624,97.3557
နောင်းလန်,Nawng Lan/ Nawng Ning,village,24.6149,97.3538
တိန်းဆင့်,Tein Sint,village,24.6757,97.3985
တိန်းမကြိုင်း,Tein Ma Keng,village,24.6908,97.3969
နောင်ဖာ,Nawng Hpar,village,24.6835,97.4021
တာဆိုင်အောက်,Da Hseng Auk,village,24.6661,97.382
တာဆိုင်အထက်,Da Hseng Ah Htet,village,24.6745,97.382
နားလုံ,Nar Long (Shan),village,24.7426,97.4591
နာချယ်ယန်,Nar Chei Yang/ Hka Yar,village,24.7632,97.4594
မန်ကွေ,Man Kway,village,24.7349,97.4641
လဂျားယန်,La Jar Yang,village,24.7274,97.4996
ကချင်နားလုံ,Kachin Nar Long,village,24.7399,97.4632
စန်ရန်း,San Yan,village,24.7154,97.444
နောင်ဟုတ်,Nawng Hoke,village,24.7047,97.4037
လွယ်မောက်ယန်,Loi Mauk Yang,village,24.7201,97.4449
မံပိန်,Man Ping,village,24.7599,97.2761
ဂျာအင်ယန်,Jar In Yang,village,24.7793,97.2556
ခေါက်ဆင့်,Hkauk Sint,village,24.8033,97.3152
ခါ့အူ,Hka Au,village,24.8296,97.2918
ရှဒန်ပါ,Sha Dan Par,village,24.7463,97.3968
မရုကထောင်,Ma Ru Ka Htaung,village,24.8481,97.4985
မဒီးယန်,Ma Dee Yang,village,24.7932,97.4459
လိုင်လွမ်ဈေးကုန်း,Lai Lum Zay Kone,village,24.8525,97.5053
လိုင်လွမ်လီဆော,Lai Lum Li Saw,village,24.8427,97.5145
ကျိန်းနန်းယန်,Kyein Nang Yang,village,24.8337,97.4522
ဝါရစ်ကောင်,War Yit Kawng,village,24.6368,97.5661
ဖွန်လွမ်ယန်,Hpun Lum Yang,village,24.6616,97.572
ဝိန်းမွန်း,Wein Mun,village,24.6365,97.4373
ပန်ကောင်းမု,Pang Kawng Mu,village,24.625,97.4175
နောင်ဝမ့်,Nawng Want,village,24.6332,97.4432
နမ့်ဝေ,Nam Wai,village,24.6333,97.396
ဖာကယ်,Hpar Kei,village,24.6309,97.4299
ခါ့လားယန်,Hka Lar Yang,village,24.6575,97.4774
ဒိန်ဂါယန်,Ding Ga Yang,village,24.6428,97.4628
ရေလဲ,Yae Le,village,24.2257,96.8208
သင်္ဘောအင်း,Thin Baw Inn,village,24.1962,96.8446
ကျွန်းတော်,Kyun Taw,village,24.2085,96.8223
တူးချောင်း,Tu Chaung,village,24.2408,96.7714
တုန်းပုန်,Tone Pon,village,24.2259,96.7145
တောပုန်း,Taw Pone,village,24.2542,96.7571
တောင်ကုန်း,Taung Kone,village,24.2423,96.7633
ဆင်တပ်,Sin Tat,village,24.2316,96.8028
စီသောင်,Si Thaung,village,24.1043,96.7454
နန့်လိမ်,Nam Lein,village,24.1093,96.7476
မံခါး,Man Hkar,village,24.1164,96.7382
စီသာ,Si Thar,village,24.1288,96.7424
မံနား,Man Nar,village,24.1264,96.7456
စီမူလေး,Si Mu Lay,village,24.1488,96.7322
စီမူကြီး,Si Mu Gyi,village,24.1531,96.7399
နန့်လန်,Nam Lang,village,24.1576,96.7194
စီမော်,Si Maw,village,24.1358,96.72
မိုးကင့်,Moe Kint,village,24.131,96.7101
ဟိန်ကောင်,Hing Kawng,village,24.1313,96.7251
သာဇီ,Thar Zi,village,24.2055,96.6129
ဆိပ်သာ,Seik Thar,village,24.2387,96.5744
ညောင်ကုန်း,Nyaung Kone,village,24.2136,96.6072
ပန်းတင်,Pang Tin,village,24.1608,96.7873
မြိုင်သာ,Myaing Thar,village,24.1555,96.7892
လမ်းကူး,Lan Ku,village,24.1429,96.7965
တော်လန်,Taw Lang,village,24.1425,96.8226
ငါးဘတ်ဝ,Ngar Bat Wa,village,24.1922,96.8192
ငါးဘတ်ကြီး,Nga Bat Gyi,village,24.178,96.8051
ကိုင်းရွာ,Kaing Ywar,village,24.149,96.809
ဝဲမကြီး,Wea Ma Gyi,village,24.1366,96.901
နောင်မို,Nawng Mo,village,24.1398,96.9065
ဝင်ဝ,Win Wa,village,24.1706,96.729
ဝေခူး,Wai Hku,village,24.1981,96.7671
ပူခိုင်,Pu Hkaing,village,24.2232,96.7541
နောင်လက်ကြီး,Nawng Let Gyi,village,24.1621,96.7216
ပေါက်ကုန်း,Pauk Kone,village,24.2078,96.8331
မိုးစစ်,Moe Sit,village,24.2154,96.8295
တုံးကောက်,Tone Kauk,village,24.1361,96.7534
မံဝိန်း,Man Wein,village,24.1383,96.7385
ငှက်တံတား,Hnget Ta Dar,village,24.1464,96.7592
တာလီ,Tar Li,village,24.1178,96.7698
စင်းဖုတ်,Hsin Hpoke,village,24.1112,96.7668
ခေါလဲ,Hkaw Le,village,24.1184,96.7874
စီငန်း,Si Ngan,village,24.2367,96.9705
တိန်းဟွန်း,Ting Hun,village,24.2828,96.6796
နောင်ရင်း,Nawng Yin,village,24.2819,96.704
မိုးလဲ,Moe Le,village,24.2795,96.7257
သရက်ကုန်း,Tha Yet Kone,village,24.2751,96.6687
နုတ်ချို,Hnoke Cho,village,24.2671,96.6705
သပြေလှ,Tha Pyay Hla,village,24.3206,96.6095
မြောက်ရွာ,Myauk Ywar,village,24.2619,96.7549
စီသော်,Si Thaw,village,24.2841,96.9406
လိပ်စင်း,Leik Hsin,village,24.3039,96.9419
သာစည်,Thar Si,village,24.2986,96.717
ရွှေကူလေး,Shwe Ku Lay,village,24.2946,96.7316
ရွှေဘုံသာ,Shwe Bon Thar,village,24.2797,96.7494
နောင်ကုပ်,Nawng Koke,village,24.2932,96.7375
တောင်ချောင်,Taung Chaung,village,24.2718,96.6175
ပန်ခွန်ယန်,Pang Hkun Yang,village,24.5488,96.8911
နောင်ပင်,Nawng Pin,village,24.2691,96.9028
မြို့ကုန်း,Myo Kone,village,24.2719,96.9181
ခိုလိပ်,Hko Leik,village,24.2708,96.9111
ဟင်းအွန်,Hin Aun,village,24.2845,96.9019
အုပ်ချီ,Oke Chi,village,24.4039,96.6382
မင်းကျောင်းကုန်း,Min Kyaung Kone,village,24.3701,96.6104
ဇီးဖြူကုန်း,Zee Hpyu Kone,village,24.3056,96.6696
မနီအောဂ,Ma Ni Aw Ga,village,24.3221,96.6334
ကုန်းနု,Kone Nu,village,24.3039,96.6624
ကိုင်းရွာ,Kaing Ywar,village,24.3039,96.6895
သာယာကုန်း (ကနီမြိုင်),Thar Yar Kone (Ka Ni Myaing),village,24.3347,96.6888
ပေါက်ကုန်း,Pauk Kone,village,24.3114,96.7359
ကျောက်တလုံး,Kyauk Ta Lone,village,24.2904,96.7752
ကျောက်ကြီး,Kyauk Gyi,village,24.3133,96.7235
ရုံးပင်,Yone Pin,village,24.3297,96.6291
ပေါလော,Paw Law,village,24.3365,96.5928
မြိုင်သာယာ (ရွာသစ်ကုန်း),Myaing Thar Yar (Ywar Thit Kone),village,24.3384,96.6291
ဘိုကုန်း,Bo Kone,village,24.3412,96.6407
အမတ်ကြီးကုန်း,Ah Mat Gyi Kone,village,24.4677,96.7683
ယူမာ,Yu Mar,village,25.5966,96.3044
သာယာကုန်း,Thar Yar Kone,village,25.5783,96.2841
ဆွတ်အောင်,Sut Awng,village,25.5878,96.2543
ဆိပ်မူ,Seik Mu,village,25.5769,96.2881
ဆန်းကြွယ်,San Kywei,village,25.5994,96.2974
စပေါ့,Sa Paut,village,25.5826,96.268
နမ့်မှော်,Nam Hmaw,village,25.555,96.2476
မော်ရှန်,Maw Shan,village,25.5632,96.2776
မော်ဂဠုန်,Maw Ga Lon,village,25.5016,96.2966
မမုန်(ရှမ်းစု),Ma Mone (Shan Su),village,25.5988,96.2557
မမုံ,Ma Mon,village,25.5881,96.2668
မကားပင်,Ma Kar Pin,village,25.4813,96.3004
‌ေကာင်ဆန်,Kawng San,village,25.572,96.2471
ဆိုင်းအောင်,Hseng Awng,village,25.557,96.2697
ဖားပြင်,Hpar Pyin,village,25.5921,96.2782
ဘဇံချောင်း,Ba Zan Chaung,village,25.5837,96.2797
‌ေအာက်စဗွေ,Auk Sa Bway,village,25.5847,96.2531
အထက်စဗွေ,Ah Htet Sa Bway,village,25.5831,96.252
ဂျန်ကပ်,Jang Kat,village,25.5833,96.3153
တိန်းနား,Ting Nar,village,25.4793,96.0885
တာမခန်,Tar Ma Hkan,village,25.5249,96.134
တာခါး,Tar Hkar,village,25.5088,96.113
ရွှေတောင်ကျော်,Shwe Taung Kyaw,village,25.4818,96.0375
ဆယ်ဇင်း,Se Zin,village,25.3286,95.9665
နန့်ရေတောင်,Nam Yae Taung,village,25.5157,96.1254
နန့်စဘိန်း,Nam Sa Bein,village,25.5329,96.1474
နန့်ပင်,Nam Pin,village,25.4797,96.0798
နန့်ပါဟုတ်,Nam Par Hoke,village,25.5027,96.0513
နန့်မိုးရုပ်,Nam Moe Yoke,village,25.5224,96.173
မုဒုံ,Mu Don,village,25.5368,96.0071
ကွင်းဟဲ,Kwin He,village,25.4745,96.0154
